 Q,X,reg5,reg7,income,gender,age,edu1,edu2,occ,group,answered1,time1,pq1,pq2,pq3,pq4,pq5,pq6,pq7,pq8,pq9,pq10,z2,answered2,time2,q1,q2,q3,q4,q5,q6,q7,q8,q9
67704,561415,3,3,3,2,55,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
67710,561431,2,5,2,1,38,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
67769,561618,3,2,2,2,69,3,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
67953,562100,3,7,8,1,58,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
67978,562154,2,2,8,2,38,3,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
68075,562362,2,7,2,2,52,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68151,562547,3,2,2,1,47,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68205,562637,2,2,1,2,45,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68208,562642,1,1,2,1,77,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68271,562788,3,7,2,2,50,6,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
68407,563103,2,4,2,1,59,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68413,563116,2,4,1,2,56,2,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
68637,563656,3,3,3,1,51,3,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
68719,563819,2,3,4,1,52,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
68723,563826,3,3,5,1,44,4,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
68752,563892,3,3,2,1,27,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68762,563913,3,3,1,2,67,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
68948,564403,3,6,2,2,37,6,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
68981,564478,3,2,2,2,57,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
69077,564666,4,6,3,1,43,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
69149,564824,2,3,1,2,54,2,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
69175,564888,3,7,0,2,59,3,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
69271,565154,2,4,2,1,54,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
69282,565170,2,5,1,1,25,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
69314,565257,4,6,1,2,37,6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
69332,565303,3,3,0,2,59,2,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
69365,565394,3,7,2,2,56,3,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
69373,565407,3,6,1,2,56,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
69514,565691,1,1,11,2,29,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
69661,566000,1,1,1,2,49,6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
69682,566041,2,2,0,2,35,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
69756,566218,3,3,5,1,52,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
69859,566485,1,1,3,2,26,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
69889,566556,3,3,1,2,30,2,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
69917,566631,2,2,4,2,54,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70142,567088,3,2,10,2,49,3,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
70187,567181,4,6,0,1,39,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70192,567188,3,2,0,1,22,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70337,567488,3,5,2,2,23,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70569,568012,1,1,6,1,22,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70628,568163,3,2,4,2,54,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
70676,568286,3,3,2,1,55,4,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
70723,568414,2,7,0,2,20,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70812,568624,1,1,3,1,56,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70940,568872,3,3,0,2,61,4,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
70943,568878,3,3,6,2,33,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
70990,569018,3,2,1,1,21,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71008,569057,3,7,2,2,49,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71044,569147,4,5,0,2,27,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71136,569329,3,6,5,2,56,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71161,569394,2,3,2,2,42,3,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
71210,569489,3,5,2,1,58,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71335,569753,3,2,0,2,69,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71418,569907,2,5,3,1,37,4,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
71435,569940,3,7,3,2,42,4,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
71626,570315,1,1,0,2,27,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71635,570342,1,1,2,2,50,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71646,570381,1,1,0,1,23,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71735,570580,3,2,0,1,24,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71817,570720,3,3,2,2,53,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71957,571130,4,3,8,2,32,4,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
71976,571167,3,3,2,2,47,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71978,571169,3,3,0,2,48,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
71979,571171,1,1,3,1,42,4,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
72158,571535,3,5,2,1,21,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72163,571540,1,1,2,1,23,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
72202,571596,1,1,0,2,27,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72211,571613,3,2,3,1,63,4,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
72248,571694,2,4,7,1,52,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72255,571704,3,3,4,2,55,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
72258,571710,3,6,4,1,44,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
72272,571726,4,6,1,2,45,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72276,571733,2,4,1,2,53,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72305,571786,2,4,1,1,51,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72314,571808,3,7,8,1,45,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
72389,571953,3,2,11,2,53,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72422,572041,3,2,2,2,60,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
72451,572103,2,4,3,1,37,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
72501,572192,3,7,0,2,34,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72531,572288,2,5,2,2,58,1,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
72532,572289,3,6,2,1,43,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72545,572309,3,2,2,1,24,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
72587,572498,1,1,3,1,58,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72649,572609,1,1,2,2,53,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72651,572613,3,2,2,1,64,2,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
72712,572704,4,6,5,1,50,3,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
72713,572712,4,6,3,2,36,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72784,572829,4,6,9,1,57,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72792,572843,3,2,1,2,59,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
72964,573071,3,2,6,1,42,4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
73105,573250,2,4,6,1,31,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73152,573315,3,2,0,2,43,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73214,573386,1,1,4,1,56,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73239,573427,2,4,3,1,53,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73250,573439,4,6,2,1,22,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
73375,573600,3,3,5,2,41,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73396,573626,3,3,2,1,33,4,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
73544,573853,3,6,0,2,54,1,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
73637,574030,2,3,5,1,40,4,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
73723,574180,3,7,5,1,44,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73866,574344,2,7,2,1,28,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73980,574477,4,5,3,2,23,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
73993,574495,2,2,1,1,46,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74028,574566,3,2,4,2,55,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74047,574593,3,2,3,1,57,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74048,574596,1,1,6,2,47,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74070,574655,4,2,2,1,21,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74073,574661,1,1,8,1,46,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
74100,574742,3,3,2,2,21,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74117,574762,3,7,3,1,51,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
74257,574953,1,1,2,2,22,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74532,575298,1,1,3,1,66,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74664,575580,1,1,0,1,38,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74726,575691,3,3,2,2,61,2,2,9,0,0,,,,,,,,,,,,,,,,,,,,,,,
74741,575719,1,1,0,2,72,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74746,575726,2,3,1,2,63,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74807,575842,1,1,10,2,61,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74874,575966,1,1,0,2,75,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74885,576001,2,2,0,2,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
74948,576086,3,7,3,1,54,3,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
74962,576105,1,1,6,1,37,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
75025,576204,3,3,0,2,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
75028,576215,2,5,0,2,75,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1,6,1,1,2.905,1,55,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
2,20,1,1,6.01,1,39,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
3,30,1,1,6.145,2,56,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
4,33,1,1,4.491666667,2,55,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
5,45,1,1,1.674166667,2,72,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
6,51,1,1,2.644166667,1,37,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
7,62,1,1,8.200833333,1,32,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8,71,1,1,0.786666667,2,77,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9,90,1,1,9.638333333,2,47,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
10,104,1,1,2.491666667,2,58,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
11,112,1,1,7.291666667,2,31,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
12,118,1,1,9.5325,1,70,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
13,125,1,1,7.646666667,1,36,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
14,126,1,1,4.6025,1,51,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
15,127,1,1,4.6025,2,46,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
16,137,1,1,5.665833333,1,59,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
17,142,1,1,4.683333333,1,57,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
18,145,1,1,4.683333333,2,28,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
19,156,1,1,2.118333333,2,80,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
20,167,1,1,3.283333333,2,57,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
21,173,1,1,3.77,2,28,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
22,175,1,1,11,2,56,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
23,180,1,1,5.1475,2,28,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
24,208,1,1,11,2,25,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
25,217,1,1,2.25,1,31,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
26,224,1,1,3.965,1,43,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
27,225,1,1,3.965,2,44,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
28,233,1,1,6.258333333,2,57,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
29,236,1,1,1.249166667,2,57,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
30,245,1,1,2.701666667,2,78,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
31,263,1,1,4.670833333,1,39,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
32,265,1,1,4.670833333,2,38,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
33,282,1,1,4.631666667,1,72,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
34,290,1,1,11,1,58,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
35,295,1,1,1.68,1,65,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
36,306,1,1,9.271666667,2,28,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
37,309,1,1,6.09,2,22,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
38,318,1,1,4.7825,1,53,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
39,335,1,1,4.438333333,2,55,3,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,
40,355,1,1,7.741666667,2,49,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
41,359,1,1,0.961666667,1,85,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
42,376,1,1,1.148333333,1,79,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
43,382,1,1,0.545833333,2,55,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
44,386,1,1,3.635833333,2,50,3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
45,390,1,1,1.514166667,1,22,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
46,392,1,1,1.1575,2,64,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
47,394,1,1,2.989166667,2,39,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
48,421,1,1,3.420833333,1,57,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
49,428,1,1,11,1,40,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
50,450,1,1,4.533333333,1,47,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
51,461,1,1,2.143333333,2,77,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
52,462,1,1,4.2475,1,72,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
53,465,1,1,3.284166667,2,45,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
54,470,1,1,7.234166667,1,44,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
55,475,1,1,1.178333333,2,71,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
56,485,1,1,3.9125,2,30,4,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
57,492,1,1,2.459166667,1,28,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
58,495,1,1,5.75,1,57,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
59,500,1,1,6.573333333,2,44,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
60,505,1,1,4.9825,1,35,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
61,506,1,1,11,1,44,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
62,518,1,1,1.3625,2,23,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
63,533,1,1,3.171666667,1,85,5,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
64,535,1,1,1.171666667,1,60,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
65,549,1,1,0.559166667,1,65,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
66,554,1,1,2.15,2,81,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
67,555,1,1,0.630833333,1,57,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
68,557,1,1,1.315,2,51,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
69,561,1,1,2.466666667,2,78,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
70,571,1,1,5.514166667,2,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
71,585,1,1,5.676666667,1,62,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
72,591,1,1,2.695,2,74,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
73,596,1,1,6.474166667,2,64,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
74,597,1,1,6.474166667,2,99,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
75,612,1,1,6.025833333,2,48,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
76,615,1,1,2.56,2,85,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
77,619,1,1,2.413333333,2,74,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
78,623,1,1,0.438333333,1,54,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
79,633,1,1,3.834166667,1,48,6,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
80,649,1,1,5.16,1,54,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
81,650,1,1,5.16,2,53,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
82,654,1,1,5.619166667,1,67,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
83,655,1,1,5.619166667,2,64,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
84,656,1,1,5.619166667,2,30,4,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,
85,670,1,1,2.068333333,2,71,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
86,676,1,1,3.2175,2,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
87,713,1,1,0.569166667,1,61,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
88,714,1,1,0.569166667,2,59,4,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,
89,739,1,1,1.779166667,1,52,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
90,749,1,1,3.698333333,1,33,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
91,756,1,1,1.805833333,1,91,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
92,760,1,1,1.913333333,1,80,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
93,768,1,1,0.864,1,54,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
94,771,1,1,5.113333333,2,26,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
95,776,1,1,5.113333333,2,49,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96,781,1,1,5.139166667,2,66,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
97,796,1,1,1.5925,2,75,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
98,801,1,1,2.26,1,85,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
99,805,1,1,2.561666667,1,68,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
100,808,1,1,1.588333333,2,66,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
101,826,1,1,2.31,2,52,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
102,836,1,1,6.8475,2,25,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
103,858,1,1,6.1475,2,46,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
104,872,1,1,3.226666667,2,46,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
105,884,1,1,5.284166667,2,37,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
106,890,1,1,2.2725,2,52,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
107,901,1,1,0.635,1,51,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
108,905,1,1,0.5225,2,72,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
109,907,1,1,0.485,1,82,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
110,908,1,1,0.485,2,80,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
111,914,1,1,1.0575,1,85,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
112,922,1,1,3.966666667,1,35,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
113,932,1,1,2.324166667,2,73,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
114,938,1,1,9.655833333,2,67,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
115,943,1,1,3.241666667,1,57,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
116,948,1,1,2.471666667,2,61,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
117,961,1,1,4.906666667,1,60,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
118,980,1,1,0.735833333,1,74,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
119,985,1,1,0.538333333,2,63,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
120,1027,1,1,4.3425,2,53,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
121,1030,1,1,8.1275,1,54,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
122,1058,1,1,11,1,46,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
123,1067,1,1,11,1,47,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
124,1081,1,1,2.355,2,65,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
125,1082,1,1,2.355,1,45,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
126,1109,1,1,6.14,2,33,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
127,1111,1,1,11,1,50,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
128,1116,1,1,3.593333333,2,61,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
129,1128,1,1,0.555,2,88,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
130,1129,1,1,0.519166667,2,77,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
131,1140,1,1,0.970833333,2,65,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
132,1144,1,1,6.358333333,1,40,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
133,1154,1,1,0.989166667,1,76,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
134,1169,1,1,5.111666667,1,42,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
135,1178,1,1,5.46,2,90,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
136,1219,1,1,5.021666667,1,42,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,
137,1223,1,1,2.73,1,39,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
138,1235,1,1,4.41,2,46,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
139,1249,1,1,4.916666667,2,58,6,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
140,1252,1,1,4.916666667,1,29,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
141,1257,1,1,3.39,2,27,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
142,1264,1,1,4.269166667,1,56,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
143,1274,1,1,8.056666667,2,65,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
144,1279,1,1,5.1025,1,44,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
145,1281,1,1,0.586666667,2,75,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
146,1291,1,1,0.7675,1,72,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
147,1294,1,1,0.451666667,2,57,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
148,1308,1,1,5.505833333,1,21,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
149,1318,1,1,5.391666667,1,50,4,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
150,1324,1,1,1.4275,2,74,6,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
151,1326,1,1,3.736666667,2,20,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
152,1331,1,1,2.525833333,2,35,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
153,1335,1,1,4.7075,1,32,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
154,1343,1,1,7.756666667,1,28,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
155,1369,1,1,3.508333333,2,41,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
156,1376,1,1,0.691666667,2,79,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,
157,1379,1,1,5.731666667,1,47,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
158,1386,1,1,3.905833333,2,46,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
