 Q,X,reg5,reg7,income,gender,age,edu1,edu2,occ,group,answered1,time1,pq1,pq2,pq3,pq4,pq5,pq6,pq7,pq8,pq9,pq10,z2,answered2,time2,q1,q2,q3,q4,q5,q6,q7,q8,q9
19216,277130,4,2,4,2,48,3,2,5,0,1,0:03:02,1,15,15,3,7,0,4,1,1,3,2,1,0:04:33,2,2,3,1,1,2,4,4,1
38977,437305,1,1,2,1,48,3,2,0,0,1,0:02:49,1,14,1,1,7,0,3,1,1,3,1,1,0:04:30,1,1,2,2,2,2,4,4,1
55854,509007,2,7,2,2,61,6,0,5,0,1,0:02:16,1,12,12,1,7,0,6,2,3,1,4,1,0:04:26,3,3,4,1,1,1,1,1,1
6237,46004,3,2,3,2,31,4,2,2,0,1,0:01:25,1,12,1,2,8,0,4,1,2,1,1,1,0:04:24,2,2,2,4,2,3,3,4,1
4952,28907,4,2,2,2,65,3,2,9,0,1,0:03:46,1,1,1,3,7,0,4,1,3,3,3,1,0:04:24,2,3,4,4,4,3,4,4,1
68769,563928,4,2,4,1,53,3,2,0,0,1,0:01:32,1,8,8,3,1,2,2,2,1,2,1,1,0:04:23,1,1,2,3,3,3,3,3,1
6528,49441,3,3,5,1,64,5,1,6,0,1,0:02:47,1,13,13,2,1,2,4,1,1,3,3,1,0:04:23,3,3,3,2,2,2,4,4,1
33384,395735,3,2,2,2,53,3,2,0,0,1,0:01:42,1,8,1,1,3,2,2,1,1,3,3,1,0:04:23,1,3,3,3,1,3,5,5,1
19271,277906,3,6,3,1,69,5,1,0,0,1,0:02:13,1,9,9,2,7,0,5,1,1,3,5,1,0:04:23,1,2,4,1,1,1,4,4,1
68063,562340,1,1,3,1,48,6,0,2,0,1,0:05:48,1,1,1,1,7,0,6,3,1,5,5,1,0:04:23,1,2,3,1,1,1,5,5,1
36044,417410,2,3,4,2,59,3,2,0,0,1,0:03:17,1,14,14,1,7,0,4,2,2,4,2,1,0:04:22,3,1,5,3,3,3,4,4,1
63958,550234,2,3,3,1,52,3,2,0,0,1,0:01:02,1,10,10,1,3,1,2,1,1,3,4,1,0:04:22,1,3,3,1,1,1,5,5,1
24602,340987,3,5,1,2,36,4,2,0,0,1,0:01:38,1,10,10,2,3,2,2,1,1,4,5,1,0:04:21,2,3,2,3,1,4,5,5,1
24856,342697,2,4,5,1,30,4,1,0,0,1,1:18:40,1,14,14,3,3,2,3,1,1,4,5,1,0:04:21,3,2,4,3,2,2,3,4,1
63530,548353,2,7,3,1,61,4,2,0,0,1,0:02:39,1,5,5,1,4,2,2,1,1,3,1,1,0:04:20,3,2,4,4,1,2,5,4,1
73791,574257,3,7,9,1,53,4,2,3,0,1,0:01:03,1,12,12,2,2,1,2,1,1,4,1,1,0:04:20,2,1,4,3,2,4,4,4,1
5478,35888,2,4,1,2,39,3,2,0,0,1,0:01:54,1,13,13,1,8,0,3,1,2,3,2,1,0:04:20,2,1,3,4,1,2,4,3,1
52340,492739,3,6,5,2,51,3,2,9,0,1,0:02:37,1,15,15,2,7,0,4,1,1,1,1,1,0:04:19,2,3,3,2,2,2,3,4,1
17512,230334,3,7,2,2,34,4,2,2,0,1,0:03:59,1,12,12,2,8,0,6,2,1,3,3,1,0:04:19,3,1,2,2,1,1,2,2,1
20536,300588,3,5,0,2,60,3,2,9,0,1,0:04:05,1,1,1,2,7,0,3,1,1,3,1,1,0:04:18,3,2,4,2,1,1,5,4,1
68430,563159,1,1,5,2,46,3,2,4,0,1,0:02:27,1,8,8,1,7,0,4,1,3,3,3,1,0:04:17,3,4,5,3,2,4,4,4,1
67545,561021,3,6,9,2,22,4,1,0,0,1,0:01:08,1,15,15,2,7,0,2,1,3,1,2,1,0:04:16,3,2,3,2,1,2,4,2,1
58724,529815,2,5,1,2,57,4,2,0,0,1,0:04:07,1,8,8,1,3,2,3,1,2,3,4,1,0:04:16,2,3,3,3,3,2,4,3,1
54389,501849,2,5,2,1,42,3,2,5,0,1,0:02:37,1,4,4,1,7,0,6,1,3,4,5,1,0:04:14,2,2,3,1,1,4,5,4,1
71006,569053,3,2,0,2,61,3,2,0,0,1,0:02:20,1,8,14,2,7,0,4,1,1,3,5,1,0:04:14,3,2,3,3,1,3,4,4,1
63563,548555,2,4,1,1,67,2,2,0,0,1,0:02:39,1,3,3,1,1,1,4,1,1,3,3,1,0:04:13,3,2,1,1,1,2,3,5,1
26562,354973,1,1,6,1,48,4,2,4,0,1,0:02:43,1,8,8,2,7,0,6,2,1,3,4,1,0:04:13,3,3,2,2,2,2,4,4,1
64025,550453,1,1,2,1,64,4,2,0,0,1,0:02:14,1,13,1,1,7,0,5,1,1,3,3,1,0:04:12,3,2,3,2,2,1,3,3,1
26652,355514,3,7,1,2,57,3,2,5,0,1,0:03:43,1,11,11,2,7,0,6,1,1,3,5,1,0:04:12,2,2,2,2,2,2,4,4,1
46959,473554,3,7,11,2,25,4,2,0,0,1,0:01:45,1,2,2,2,8,0,2,2,1,5,1,1,0:04:10,2,2,2,2,2,1,2,1,1
30546,378890,3,2,3,1,61,4,2,1,0,1,0:01:54,1,5,5,2,4,2,3,1,1,3,2,1,0:04:10,2,3,4,4,2,4,5,5,1
25062,343967,1,1,0,2,58,2,1,9,0,1,0:01:59,1,1,1,1,7,0,3,3,4,2,4,1,0:04:10,3,3,3,3,4,4,2,4,1
64140,550911,3,7,2,1,64,4,2,6,0,1,0:03:02,1,11,11,2,4,1,3,1,1,3,2,1,0:04:09,2,2,3,1,1,2,5,5,1
13897,143934,2,2,1,2,61,3,2,5,0,1,0:13:11,1,13,3,1,7,0,1,2,1,5,4,1,0:04:09,3,4,3,2,2,3,4,4,1
21672,312808,3,2,3,2,57,3,2,5,0,1,0:05:48,1,12,12,2,5,1,3,1,1,3,1,1,0:04:08,2,3,4,4,4,3,3,4,1
52396,492952,4,5,2,2,56,6,0,6,0,1,0:03:43,1,11,11,3,8,0,6,3,2,3,5,1,0:04:07,1,1,3,3,3,3,1,3,1
53284,496272,3,7,0,2,53,2,2,9,0,1,0:03:17,1,9,9,2,5,1,2,1,1,4,1,1,0:04:06,3,1,3,2,2,2,2,4,1
66185,557776,2,3,5,2,39,4,2,5,0,1,0:02:39,1,2,2,2,8,0,6,1,1,4,1,1,0:04:06,2,2,3,4,2,3,2,3,1
64162,550993,3,6,0,1,64,3,2,0,0,1,0:03:15,1,9,1,2,4,1,1,2,4,3,3,1,0:04:05,2,2,3,3,3,5,5,3,1
21060,306866,2,3,0,2,46,5,1,2,0,1,0:03:10,1,2,2,1,7,0,3,4,1,4,1,1,0:04:04,2,1,2,3,1,2,4,3,1
38712,434630,3,3,3,1,52,3,2,4,0,1,0:02:39,1,14,14,2,7,0,4,1,1,4,2,1,0:04:04,1,2,3,2,1,2,5,4,1
8505,78816,3,6,5,1,37,4,1,7,0,1,0:02:04,1,13,8,2,7,0,3,1,2,3,4,1,0:04:04,2,3,3,1,1,1,4,4,1
69753,566212,2,2,9,1,46,4,2,2,0,1,0:01:30,1,4,4,1,5,1,2,1,1,3,4,1,0:04:04,2,2,3,2,2,3,4,4,1
72332,571845,2,5,2,2,43,5,1,0,0,1,0:03:41,1,15,15,1,7,0,3,2,1,3,4,1,0:04:04,1,3,3,2,1,1,4,4,1
45115,466819,3,2,3,2,59,3,2,5,0,1,0:03:51,1,8,8,2,3,2,3,1,1,4,1,1,0:04:03,3,2,4,2,2,2,5,5,1
15661,172130,4,2,5,1,38,4,2,0,0,1,0:01:34,1,1,8,3,7,0,3,1,3,3,4,1,0:04:02,4,4,2,3,2,1,4,4,1
40263,444489,2,4,3,2,49,3,1,3,0,1,0:04:23,1,3,9,1,8,0,6,2,1,4,5,1,0:04:02,3,3,5,4,1,4,5,5,1
56756,522571,2,5,2,1,49,5,1,2,0,1,0:01:55,1,6,14,1,3,1,2,1,1,4,5,1,0:04:02,3,3,2,2,2,4,4,5,1
14893,157275,3,7,7,2,48,4,2,3,0,1,0:01:34,1,11,11,2,4,2,2,2,1,3,3,1,0:04:01,3,3,2,2,2,2,4,4,1
47216,474365,3,7,4,2,34,3,2,4,0,1,0:01:34,1,11,11,2,7,0,6,2,3,5,4,1,0:04:01,3,2,1,1,1,1,5,5,1
28182,366029,2,4,0,2,24,3,1,0,0,1,0:03:37,1,13,13,2,3,2,2,2,1,3,5,1,0:04:01,2,3,2,2,1,2,4,3,1
7788,69893,1,1,5,1,29,4,1,0,0,1,0:05:46,1,12,1,1,3,2,3,1,1,3,1,1,0:04:00,3,2,1,1,1,5,5,5,1
21579,312156,2,2,3,2,48,2,2,0,0,1,0:02:21,1,4,1,1,4,2,3,1,1,5,3,1,0:03:59,2,3,3,4,4,3,2,3,1
24541,340368,2,5,3,2,52,5,1,2,0,1,0:01:20,1,10,10,1,3,1,2,1,1,3,4,1,0:03:59,2,2,3,2,2,2,4,3,1
6609,50760,3,2,2,1,58,4,2,3,0,1,0:02:48,1,8,8,2,1,2,5,1,1,3,3,1,0:03:58,2,3,5,3,1,1,5,3,1
24339,338885,3,2,2,2,73,4,2,9,0,1,0:02:17,1,13,1,1,7,0,3,1,1,3,3,1,0:03:57,3,3,1,1,1,3,3,4,1
18241,250703,4,2,4,2,51,5,1,0,0,1,0:03:14,1,1,1,2,8,0,2,1,1,3,1,1,0:03:56,3,3,4,2,1,4,5,5,1
57480,525495,2,3,4,2,48,3,2,5,0,1,0:03:18,1,2,2,1,3,2,1,2,1,4,2,1,0:03:56,3,3,2,2,2,2,4,3,1
14330,149696,4,2,2,1,59,3,2,6,0,1,0:02:09,1,8,8,3,1,1,3,1,2,3,5,1,0:03:56,1,2,4,2,1,4,1,5,1
35754,413794,3,3,4,1,38,3,2,7,0,1,0:01:16,1,13,13,2,7,0,2,1,1,3,4,1,0:03:55,3,2,3,2,2,3,4,4,1
68832,564068,1,1,2,2,51,5,1,0,0,1,0:03:56,1,9,8,2,3,1,2,1,1,3,4,1,0:03:55,2,2,3,3,3,3,4,2,1
72205,571603,1,1,10,2,59,4,2,1,0,1,0:02:13,1,2,15,2,1,1,5,1,2,4,4,1,0:03:55,3,3,1,1,1,1,1,5,1
30174,376854,1,1,2,1,73,4,2,0,0,1,0:02:40,1,11,11,1,3,1,2,1,1,3,5,1,0:03:55,1,2,3,3,2,3,3,4,1
56044,510684,2,4,2,2,63,4,2,0,0,1,0:01:58,1,3,3,1,7,0,2,1,4,3,3,1,0:03:54,3,3,3,1,1,1,5,5,1
6730,52445,4,6,3,1,65,4,2,0,0,1,0:03:27,1,2,2,3,1,1,5,1,3,3,4,1,0:03:53,3,2,3,2,2,2,4,4,1
37678,427524,4,6,4,2,62,4,2,0,0,1,0:01:35,1,15,15,3,7,0,3,1,1,4,4,1,0:03:53,2,1,3,3,3,1,2,3,1
19321,278617,3,2,3,1,47,3,2,4,0,1,0:02:49,1,10,1,2,7,0,3,3,3,5,1,1,0:03:52,2,3,4,2,2,2,4,4,1
30732,380075,2,2,3,1,57,4,2,4,0,1,0:01:55,1,8,8,1,5,1,2,1,1,3,2,1,0:03:52,3,4,4,2,2,3,4,4,1
37095,423252,2,7,2,1,63,5,1,0,0,1,0:02:54,1,12,12,1,4,1,3,1,1,4,4,1,0:03:52,3,3,4,4,2,3,5,5,1
11308,111548,2,2,2,1,52,3,2,4,0,1,0:01:07,1,14,14,2,7,0,4,1,1,3,2,1,0:03:51,3,3,3,2,1,3,5,1,1
48189,477525,3,2,8,2,57,4,1,1,0,1,0:02:28,1,12,5,1,8,0,4,2,1,3,4,1,0:03:51,2,2,5,2,2,2,2,2,1
15516,165656,1,1,4,1,48,3,2,3,0,1,0:04:43,1,8,1,1,7,0,2,2,1,4,5,1,0:03:50,2,2,2,2,2,4,5,5,1
33686,397508,3,5,5,2,52,4,2,0,0,1,0:01:35,1,11,11,1,3,2,3,1,2,3,5,1,0:03:50,2,3,4,4,3,2,4,3,1
36385,419314,1,1,11,2,52,4,2,3,0,1,0:01:31,1,1,11,1,5,2,4,1,2,4,5,1,0:03:50,2,3,3,2,2,3,2,4,1
63274,547268,3,7,0,2,53,3,1,9,0,1,0:05:23,1,11,11,2,8,0,2,2,2,4,1,1,0:03:48,1,3,4,5,2,3,5,5,1
23655,333851,2,3,4,2,25,4,2,5,0,1,0:01:16,1,2,2,1,8,0,6,1,4,5,3,1,0:03:48,3,3,4,3,1,3,3,4,1
19484,282291,3,3,6,1,43,3,2,4,0,1,0:03:21,1,14,14,2,5,2,2,1,1,4,5,1,0:03:48,2,3,5,3,2,3,4,4,1
16953,216407,2,7,3,1,54,4,2,0,0,1,0:02:09,1,12,12,1,7,0,2,1,1,4,3,1,0:03:47,4,3,3,2,2,2,2,2,1
13874,143664,3,2,2,1,58,5,1,2,0,1,0:05:41,1,2,2,2,7,0,2,2,1,4,4,1,0:03:47,3,2,4,2,2,3,4,4,1
27423,361242,1,1,4,1,43,3,2,4,0,1,0:01:53,1,14,1,1,3,1,1,2,1,4,2,1,0:03:46,3,2,5,5,4,3,4,5,1
33675,397440,3,2,2,2,58,3,2,0,0,1,0:02:40,1,8,8,2,3,2,3,1,1,4,2,1,0:03:46,3,2,5,1,1,1,3,5,1
56281,515509,3,2,3,1,51,3,2,5,0,1,0:01:58,1,9,9,2,7,0,1,2,2,4,1,1,0:03:45,2,1,3,3,3,5,5,5,1
3834,16033,1,1,2,1,75,4,2,2,0,1,0:08:07,1,14,14,1,1,1,4,1,1,4,2,1,0:03:45,3,1,2,2,1,2,4,4,1
68122,562474,2,4,0,2,32,6,0,0,0,1,0:01:54,1,3,3,1,7,0,6,1,3,1,2,1,0:03:45,2,2,4,3,2,3,3,2,1
31701,385418,3,6,1,2,57,4,2,0,0,1,0:01:56,1,9,5,2,7,0,4,1,1,4,3,1,0:03:44,2,2,5,3,3,2,5,5,1
24397,339303,3,3,4,1,64,4,2,7,0,1,0:02:35,1,13,13,2,7,0,4,2,1,3,4,1,0:03:44,3,3,1,1,1,1,5,5,1
33397,395803,3,2,4,2,57,3,2,6,0,1,0:03:49,1,10,10,2,3,1,4,1,1,3,4,1,0:03:44,2,1,3,2,2,3,4,4,1
33876,398718,1,1,6,2,52,3,2,5,0,1,0:01:24,1,1,4,1,8,0,2,1,3,3,2,1,0:03:44,3,2,2,1,1,1,3,3,1
54793,503834,2,3,0,2,56,4,2,5,0,1,0:03:30,1,13,13,2,7,0,2,1,1,4,2,1,0:03:43,2,2,3,3,3,2,2,2,1
44716,465579,3,7,0,2,65,3,2,0,0,1,0:00:37,1,11,11,2,7,0,6,2,2,3,4,1,0:03:43,1,2,5,5,5,1,3,3,1
68571,563486,2,2,2,2,52,3,2,0,0,1,0:01:37,1,4,4,1,1,1,5,1,1,4,4,1,0:03:42,3,2,4,4,1,1,5,4,1
22997,328411,2,2,2,2,53,3,1,4,0,1,0:03:24,1,4,10,1,7,0,3,2,1,3,3,1,0:03:41,3,2,4,5,5,3,5,4,1
31837,386240,3,6,8,1,55,4,2,1,0,1,0:03:29,1,3,3,2,7,0,2,1,1,4,1,1,0:03:39,2,2,1,1,1,1,5,5,1
73731,574188,1,1,1,2,37,4,2,3,0,1,0:02:20,1,14,1,1,7,0,3,2,3,3,1,1,0:03:39,2,3,3,3,3,4,4,5,1
68764,563919,3,7,2,2,57,3,2,0,0,1,0:02:03,1,12,1,2,7,0,3,1,2,4,2,1,0:03:39,2,2,3,1,1,1,5,5,1
60166,535232,4,2,4,1,66,4,2,1,0,1,0:02:19,1,8,1,3,7,0,2,1,2,3,3,1,0:03:39,1,2,2,1,1,1,4,1,1
68972,564462,3,7,8,2,48,4,2,2,0,1,0:02:21,1,12,12,2,3,1,3,2,3,3,3,1,0:03:39,3,2,4,4,2,2,4,4,1
65443,555826,3,6,9,1,53,4,2,2,0,1,0:02:23,1,8,8,2,3,2,3,1,1,3,4,1,0:03:38,2,2,2,3,3,4,4,3,1
7163,60604,1,1,5,2,47,3,2,4,0,1,0:01:56,1,10,1,2,3,2,4,2,2,4,5,1,0:03:38,2,2,4,4,1,2,3,2,1
31826,386209,2,5,1,2,62,3,2,9,0,1,0:04:12,1,13,13,1,7,0,4,1,1,3,5,1,0:03:38,2,3,5,1,1,5,5,5,1
15632,171036,1,1,2,2,38,3,1,5,0,1,0:01:44,1,1,1,1,7,0,3,2,1,4,1,1,0:03:36,3,2,4,3,3,3,4,4,1
67818,561716,2,4,3,2,36,4,2,2,0,1,0:02:50,1,3,3,1,8,0,2,1,1,3,2,1,0:03:36,3,1,3,1,1,2,5,4,1
28465,367466,3,2,2,1,46,3,2,4,0,1,0:04:30,1,13,1,1,5,1,3,1,1,3,3,1,0:03:36,3,2,4,2,1,4,5,3,1
65527,556072,3,2,2,2,52,3,2,0,0,1,0:01:59,1,10,10,2,7,0,3,2,2,4,4,1,0:03:36,3,2,2,1,2,1,5,5,1
17058,219264,3,7,1,1,44,3,2,6,0,1,0:07:37,1,12,12,2,7,0,2,1,1,5,1,1,0:03:35,3,1,5,5,5,5,5,5,1
22802,326882,3,7,2,2,40,3,2,3,0,1,0:01:59,1,16,16,2,3,1,2,2,1,1,2,1,0:03:34,2,1,3,2,1,2,4,3,1
70144,567091,3,2,4,1,63,5,1,2,0,1,0:02:26,1,8,1,1,7,0,2,1,1,3,3,1,0:03:34,2,2,4,3,1,4,5,4,1
15000,158750,2,5,8,2,43,4,2,3,0,1,0:04:54,1,3,3,1,7,0,3,2,1,4,2,1,0:03:33,4,2,3,1,1,2,2,2,1
63493,548217,1,1,3,2,59,3,2,0,0,1,0:03:12,1,11,11,1,7,0,4,1,2,5,2,1,0:03:33,3,2,3,1,1,1,5,5,1
70606,568100,2,3,6,2,31,3,2,0,0,1,0:01:25,1,2,10,1,8,0,2,1,4,4,2,1,0:03:33,3,3,4,1,1,1,4,5,1
27207,359611,3,2,2,2,45,5,1,2,0,1,0:01:31,1,1,1,2,7,0,6,3,1,3,3,1,0:03:32,2,1,5,3,1,5,5,5,1
13400,137157,3,7,3,1,56,4,2,4,0,1,0:09:32,1,11,11,2,4,2,4,1,1,3,1,1,0:03:31,2,3,4,2,1,1,5,5,1
20776,303544,3,2,4,2,38,4,2,2,0,1,0:04:30,1,3,8,2,3,2,2,1,1,4,3,1,0:03:31,2,3,4,2,1,4,4,4,1
70668,568265,3,2,5,2,48,4,2,2,0,1,0:02:55,1,11,1,1,4,1,4,1,1,4,5,1,0:03:31,3,3,4,3,3,2,4,4,1
45743,469102,3,3,1,2,36,6,0,0,0,1,0:26:28,1,15,1,1,8,0,6,1,1,4,1,1,0:03:30,2,2,4,1,1,1,5,5,1
53283,496269,3,2,2,1,56,4,2,4,0,1,0:02:22,1,8,8,2,7,0,3,2,1,3,5,1,0:03:30,2,2,5,3,3,5,5,3,1
71255,569583,2,3,2,2,36,6,0,3,0,1,0:03:30,1,14,2,1,8,0,2,1,1,4,5,1,0:03:29,2,2,5,5,1,5,5,5,1
54334,501486,3,6,2,1,23,4,1,0,0,1,0:01:29,1,4,15,2,8,0,6,2,4,5,2,1,0:03:28,2,1,2,1,1,2,3,4,1
4351,21329,2,7,2,1,43,4,2,4,0,1,0:03:49,1,12,12,1,3,2,1,4,3,3,3,1,0:03:28,2,2,3,2,1,2,4,4,1
24087,337107,3,6,2,1,49,3,2,5,0,1,0:03:15,1,9,15,2,7,0,3,1,1,3,4,1,0:03:28,2,1,3,3,3,3,3,3,1
64249,551389,3,3,3,1,60,3,2,3,0,1,0:01:42,1,3,3,2,1,1,4,1,1,4,4,1,0:03:28,1,2,3,3,3,4,4,3,1
25696,349198,1,1,4,1,54,5,1,2,0,1,0:02:08,1,3,3,1,7,0,3,1,1,3,1,1,0:03:27,2,2,4,3,3,3,5,5,1
45647,468762,2,4,3,1,53,3,2,3,0,1,0:01:34,1,14,14,1,4,1,4,3,1,3,1,1,0:03:26,2,2,1,1,1,1,1,5,1
21739,313303,3,2,4,2,65,4,2,0,0,1,0:02:17,1,1,1,2,7,0,3,1,3,3,2,1,0:03:26,3,2,3,1,1,4,4,3,1
26724,355927,3,2,5,2,47,4,1,2,0,1,0:04:54,1,1,8,2,4,1,4,1,1,4,3,1,0:03:26,2,2,4,3,3,3,3,3,1
34305,401532,1,1,3,2,74,3,2,1,0,1,0:07:28,1,9,9,3,3,1,3,2,1,3,3,1,0:03:26,2,4,3,1,1,1,5,5,1
24024,336658,3,3,11,2,50,4,2,5,0,1,0:02:30,1,14,14,2,7,0,4,1,1,4,4,1,0:03:26,3,2,4,4,4,3,4,4,1
24414,339476,3,2,3,2,66,3,2,0,0,1,0:05:45,1,11,1,1,4,2,3,1,1,3,5,1,0:03:26,3,2,5,3,4,4,5,5,1
39182,438595,1,1,2,2,57,3,2,3,0,1,0:02:07,1,10,10,1,7,0,4,2,1,4,5,1,0:03:26,3,4,4,2,1,3,5,4,1
17630,234082,1,1,6,1,53,3,2,0,0,1,0:02:51,1,11,11,1,3,1,2,3,3,4,1,1,0:03:25,2,2,3,3,3,3,5,3,1
19417,280970,3,2,5,2,44,6,0,2,0,1,0:02:29,1,2,1,2,3,1,2,2,1,3,2,1,0:03:24,3,4,4,3,1,3,4,4,1
18760,263467,3,3,3,1,42,4,2,4,0,1,0:01:22,1,12,12,2,3,1,2,2,1,4,4,1,0:03:24,3,3,5,1,1,1,5,5,1
30293,377484,1,1,7,2,57,4,2,0,0,1,0:05:05,1,1,8,1,5,1,3,2,1,3,3,1,0:03:23,3,4,1,1,1,3,4,4,1
18161,248845,3,2,5,2,56,3,2,5,0,1,0:02:52,1,8,8,2,8,0,3,1,1,3,4,1,0:03:23,2,3,4,3,4,4,3,4,1
28344,366868,3,2,2,1,54,3,2,0,0,1,0:57:09,1,8,1,2,5,1,2,1,1,3,4,1,0:03:23,2,2,1,1,1,1,5,5,1
22263,322192,3,2,0,1,53,6,0,0,0,1,0:01:23,1,12,12,2,8,0,2,1,3,4,5,1,0:03:23,3,2,3,3,2,4,4,5,1
36135,418066,3,5,4,1,36,4,1,5,0,1,0:05:34,1,10,10,2,4,2,3,1,1,3,2,1,0:03:22,1,2,2,5,1,1,5,5,1
69653,565990,1,1,1,2,22,3,2,0,0,1,0:04:38,1,14,1,1,3,1,6,2,1,4,2,1,0:03:22,2,2,3,2,2,3,4,4,1
72760,572787,2,5,3,1,42,3,2,4,0,1,0:03:56,1,6,6,1,3,2,3,2,1,4,2,1,0:03:22,3,3,4,2,1,3,4,2,1
7077,59444,2,5,4,1,38,4,2,3,0,1,0:02:01,1,13,13,1,6,1,2,1,3,4,4,1,0:03:22,2,2,4,2,3,2,4,2,1
10203,98047,3,6,4,1,37,4,2,4,0,1,0:00:54,1,15,15,2,3,1,3,2,3,4,5,1,0:03:22,3,2,2,2,2,2,2,2,1
34653,403585,2,3,2,1,56,4,2,4,0,1,0:01:14,1,2,2,1,7,0,4,1,1,4,2,1,0:03:21,3,2,3,2,2,3,3,4,1
64267,551471,4,7,3,1,55,3,2,0,0,1,0:01:55,1,12,1,3,7,0,3,1,1,4,2,1,0:03:21,2,1,3,2,2,3,3,4,1
72347,571878,2,3,2,2,64,3,2,9,0,1,0:04:58,1,14,14,1,7,0,4,1,1,3,2,1,0:03:21,3,3,4,3,1,4,4,4,1
60047,534673,1,1,4,1,61,4,1,0,0,1,0:06:24,1,10,10,3,7,0,3,2,1,3,4,1,0:03:21,2,2,3,3,3,2,4,5,1
42634,457605,1,1,2,2,54,3,2,0,0,1,0:03:10,1,11,12,1,7,0,3,3,1,3,5,1,0:03:21,2,1,3,2,2,2,4,4,1
45554,468475,1,1,4,2,42,4,2,0,0,1,0:02:10,1,10,1,1,7,0,2,1,1,4,3,1,0:03:20,2,2,4,2,1,1,5,5,1
16754,210281,4,5,2,1,60,4,2,4,0,1,0:02:15,1,15,15,3,5,2,2,1,1,3,4,1,0:03:20,3,3,2,2,2,2,4,5,1
21491,311367,2,5,7,2,51,3,2,9,0,1,0:00:55,1,10,10,1,7,0,3,1,1,4,4,1,0:03:20,3,2,4,5,4,4,4,5,1
2561,1590,2,3,2,1,26,2,2,4,0,1,0:02:26,1,14,2,1,7,0,1,2,3,3,5,1,0:03:19,3,3,4,1,1,2,3,4,1
41952,454291,2,3,3,1,55,3,2,4,0,1,0:01:39,1,9,2,1,7,0,1,1,2,1,5,1,0:03:19,3,4,5,5,5,5,5,5,1
64395,551990,2,5,8,1,45,4,2,3,0,1,0:03:45,1,11,11,1,4,2,2,1,1,3,1,1,0:03:18,2,2,4,2,1,2,4,4,1
35847,415910,3,6,3,2,38,4,2,0,0,1,0:00:45,1,9,9,2,3,1,2,1,1,5,2,1,0:03:18,2,2,3,3,3,2,3,4,1
61691,541395,3,3,3,2,34,4,2,0,0,1,0:02:05,1,13,13,2,7,0,4,1,2,4,3,1,0:03:18,2,2,3,2,1,1,4,4,1
25468,346725,3,2,1,1,47,3,2,5,0,1,0:02:42,1,13,8,2,7,0,2,1,3,2,3,1,0:03:17,3,2,4,4,4,4,4,4,1
47219,474374,3,6,1,2,28,4,1,0,0,1,0:02:30,1,1,8,2,7,0,4,1,1,3,3,1,0:03:17,2,2,2,2,2,1,4,3,1
50915,487496,1,1,4,1,65,4,2,0,0,1,0:02:12,1,12,1,1,7,0,3,1,1,3,4,1,0:03:17,2,4,1,1,1,3,5,4,1
65411,555742,3,7,11,1,32,4,2,0,0,1,0:00:40,1,12,1,2,3,1,2,2,1,4,5,1,0:03:17,2,2,3,3,3,3,3,3,1
68047,562306,3,2,0,2,57,6,0,9,0,1,0:02:03,1,13,13,2,7,0,1,2,1,3,5,1,0:03:16,3,4,3,3,3,3,4,3,1
56325,516791,3,3,3,2,61,4,2,0,0,1,0:02:56,1,14,14,2,7,0,4,1,1,4,1,1,0:03:15,3,2,3,4,3,3,4,3,1
63623,548888,1,1,2,2,54,5,1,2,0,1,0:01:43,1,1,1,1,8,0,3,1,1,3,1,1,0:03:15,2,2,3,1,1,1,5,5,1
65319,555440,2,3,2,2,49,3,2,0,0,1,0:01:32,1,2,2,1,8,0,6,1,2,2,3,1,0:03:15,1,3,3,3,4,2,3,4,1
66257,557976,2,3,2,2,56,4,2,0,0,1,0:01:13,1,2,2,1,7,0,2,3,3,4,4,1,0:03:15,3,3,3,3,3,2,2,2,1
30331,377647,3,6,2,2,58,3,2,2,0,1,0:01:16,1,1,1,2,8,0,3,2,1,3,1,1,0:03:14,2,1,4,4,1,2,5,5,1
34233,401080,1,1,3,2,63,5,1,1,0,1,0:04:30,1,12,12,2,3,2,1,2,1,3,1,1,0:03:14,2,2,3,3,3,3,3,4,1
46344,471047,1,1,6,2,30,4,2,5,0,1,5:37:58,1,1,1,1,7,0,3,1,1,3,3,1,0:03:14,2,1,3,2,2,2,4,4,1
2336,236,2,2,4,2,51,3,2,5,0,1,0:04:28,1,8,8,1,3,2,2,1,1,3,4,1,0:03:14,2,2,4,3,2,3,4,4,1
4638,24691,3,2,2,2,53,5,1,2,0,1,0:03:46,1,12,12,2,3,1,2,1,1,4,5,1,0:03:14,3,3,3,4,3,4,4,4,1
12233,122390,1,1,6,2,31,4,2,9,0,1,0:00:56,1,10,1,1,7,0,5,1,1,4,5,1,0:03:14,3,2,5,5,2,5,2,5,1
17935,243361,1,1,2,2,61,4,2,1,0,1,0:02:56,1,1,1,1,7,0,4,1,1,4,4,1,0:03:14,3,3,3,2,1,2,4,4,1
56619,522060,2,7,2,2,45,5,1,2,0,1,0:01:44,1,11,5,1,7,0,1,1,3,4,1,1,0:03:13,2,3,3,3,2,1,3,3,1
64862,553905,3,5,3,1,47,3,2,4,0,1,0:01:31,1,10,10,2,5,1,2,1,1,4,2,1,0:03:13,2,2,5,2,2,2,5,5,1
16928,215794,2,4,2,1,61,4,2,4,0,1,0:01:42,1,3,3,1,4,1,2,1,1,3,3,1,0:03:13,2,2,4,1,1,3,5,4,1
