"","reg5","reg7","income","gender","age","edu1","edu2","occ","group","pq1","pq2","pq3","pq4","partyID","pq6","ideology","pq8","pq9","pq10","treat","direct","indirect","q3","q4","q5","q6","q7","q8","q9","party","party_f","party_lib","party_con","ideo_f","ideo_con","ideo_lib","college","korean_war","men"
"738",3,3,4,1,70,4,2,0,0,1,14,14,2,7,0,"Moderate",2,1,4,1,3,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,1,1
"739",3,2,5,2,40,4,2,0,0,1,1,14,2,7,0,"Lib",1,3,4,2,2,1,2,2,1,1,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"740",2,4,1,2,46,3,2,0,0,1,3,3,2,7,0,"Lib",3,4,1,3,3,2,3,1,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"741",2,3,3,2,55,3,2,5,0,1,2,2,1,3,2,"Lib",2,1,3,3,3,2,4,2,4,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"742",2,5,3,1,57,4,2,0,0,1,12,12,1,5,2,"Lib",4,1,4,4,2,3,4,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"743",4,5,3,2,20,3,2,3,0,1,10,10,3,3,2,"Lib",1,1,5,4,3,4,3,1,1,1,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"744",2,2,3,1,34,4,1,5,0,1,12,1,1,7,0,"Moderate",1,3,4,5,2,1,3,3,3,3,2,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"745",1,1,11,2,48,4,2,0,0,1,2,2,1,3,2,"Lib",2,1,3,1,2,2,3,2,2,2,2,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"746",1,1,3,1,62,4,2,0,0,1,1,11,1,4,1,"Lib",1,3,3,2,4,2,4,4,3,4,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"747",3,6,4,2,24,4,2,0,0,1,3,9,2,5,2,"Moderate",1,2,1,3,2,1,4,2,1,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"748",3,3,2,2,28,4,2,2,0,1,14,14,2,3,2,"Lib",1,1,4,3,3,1,2,1,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"749",3,2,5,1,48,4,2,3,0,1,12,1,2,7,0,"Moderate",1,1,4,4,3,2,3,2,2,2,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"750",3,2,3,1,55,5,1,0,0,1,14,15,2,7,0,"Con",1,1,4,1,2,1,4,2,2,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"751",2,2,1,1,50,3,1,0,0,1,4,1,1,3,1,"Lib",2,2,4,1,3,1,5,1,1,3,3,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"752",1,1,3,1,39,3,2,4,0,1,9,1,1,3,2,"Lib",2,1,3,1,2,2,3,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"753",3,3,5,1,45,3,2,4,0,1,14,14,2,3,1,"Moderate",2,3,3,1,2,3,4,3,3,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"754",1,1,3,2,61,3,2,5,0,1,8,2,1,8,0,"Con",1,1,3,1,2,2,3,5,5,1,5,4,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"755",3,5,5,2,23,4,1,0,0,1,15,8,2,7,0,"Moderate",2,1,4,2,2,2,2,2,2,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"756",3,2,0,2,60,3,1,0,0,1,8,1,2,6,1,"Lib",3,1,4,2,2,2,3,3,3,3,3,3,1,"Others","Others",0,0,"Lib",0,1,0,0,0
"757",2,3,4,1,56,1,2,0,0,1,12,7,2,7,0,"Moderate",2,1,3,2,1,3,3,3,3,3,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"758",3,2,0,2,60,3,2,4,0,1,13,1,2,8,0,"Moderate",1,3,2,3,3,1,2,3,3,2,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"759",3,3,4,1,43,4,2,1,0,1,13,13,2,8,0,"Moderate",1,3,4,4,3,3,5,3,1,5,5,5,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"760",4,2,1,1,49,4,2,5,0,1,12,8,3,7,0,"Moderate",1,1,4,4,2,1,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"761",3,6,5,1,38,4,2,3,0,1,9,8,2,3,2,"Lib",1,1,3,4,2,2,2,2,1,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"762",2,3,7,1,28,3,2,0,0,1,2,2,1,7,0,"Moderate",1,1,3,4,3,2,3,2,2,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"763",1,1,2,1,62,3,2,7,0,1,1,1,1,1,1,"Moderate",1,1,3,4,2,1,3,3,3,3,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,1
"764",2,5,2,1,32,4,2,4,0,1,10,6,1,8,0,"Don't know",1,3,4,5,3,3,3,3,4,3,2,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,1
"765",2,3,8,1,47,3,2,2,0,1,14,14,1,7,0,"Moderate",2,3,4,1,3,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"766",2,4,3,2,27,3,2,4,0,1,13,13,1,7,0,"Con",2,1,3,1,2,1,4,4,3,4,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"767",2,2,5,2,44,4,2,3,0,1,4,4,1,3,1,"Lib",2,2,2,1,2,3,3,3,3,3,5,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"768",3,6,4,2,55,5,1,0,0,1,15,15,1,1,1,"Lib",1,1,3,1,1,1,3,1,1,1,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,0
"769",2,7,4,2,47,4,2,5,0,1,12,12,1,7,0,"Don't know",2,3,3,2,1,2,3,3,4,4,2,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"770",2,7,5,2,51,3,2,9,0,1,5,5,2,3,2,"Moderate",2,4,5,2,2,2,4,4,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"771",1,1,6,1,32,4,2,3,0,1,9,8,1,7,0,"Con",1,1,3,3,3,3,4,2,1,1,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"772",3,2,6,2,20,4,1,0,0,1,9,8,2,8,0,"Don't know",1,1,5,3,3,3,3,3,3,3,4,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"773",2,3,0,1,56,3,2,7,0,1,14,14,1,8,0,"Lib",3,3,3,3,3,3,1,1,1,1,1,1,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,1
"774",1,1,5,1,66,4,2,0,0,1,11,4,1,4,1,"Con",1,1,4,4,3,3,4,4,4,4,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,1,1
"775",2,4,2,1,64,4,2,0,0,1,3,3,1,7,0,"Moderate",1,1,3,2,3,2,2,2,2,2,5,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"776",3,2,3,1,55,4,2,4,0,1,4,4,2,1,2,"Con",1,2,3,1,2,2,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"777",3,7,2,2,56,6,0,0,0,1,12,12,2,4,1,"Moderate",2,1,4,1,2,2,3,3,3,1,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"778",1,1,2,2,53,5,1,2,0,1,4,4,1,6,1,"Lib",1,1,3,2,2,2,4,2,2,4,4,4,1,"Others","Others",0,0,"Lib",0,1,1,0,0
"779",2,4,3,1,25,4,1,0,0,1,13,3,1,7,0,"Moderate",1,1,3,2,3,2,3,3,3,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"780",3,5,2,1,59,4,2,3,0,1,10,10,2,7,0,"Con",1,1,4,2,1,2,3,2,3,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"781",2,3,3,1,27,4,1,4,0,1,2,2,1,8,0,"Moderate",1,3,4,3,2,1,3,1,1,1,5,5,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"782",2,3,10,1,33,3,2,0,0,1,12,7,1,3,1,"Lib",1,1,3,3,2,2,1,1,1,1,1,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"783",3,2,4,1,75,4,2,0,0,1,4,4,1,7,0,"Moderate",1,1,3,3,2,2,3,2,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,1,1
"784",3,2,4,1,42,4,2,3,0,1,12,1,2,3,2,"Lib",1,2,4,5,2,3,4,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"785",1,1,2,1,60,4,2,0,0,1,1,5,1,1,1,"Con",1,1,4,2,2,2,4,3,3,4,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"786",2,4,3,1,67,4,1,2,0,1,3,3,1,8,0,"Don't know",1,1,5,1,1,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,1,1
"787",3,2,3,1,60,3,2,5,0,1,8,8,2,7,0,"Con",1,1,3,1,2,3,4,1,1,3,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"788",3,3,2,2,57,4,2,3,0,1,13,13,2,7,0,"Moderate",1,1,4,2,3,4,3,3,3,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"789",3,2,1,1,21,2,1,0,0,1,1,1,2,7,0,"Moderate",1,3,3,2,2,2,2,2,1,5,5,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"790",3,5,3,2,26,4,2,0,0,1,3,6,1,8,0,"Lib",1,1,3,3,2,2,2,2,1,1,2,2,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"791",2,7,3,1,50,4,2,0,0,1,5,5,1,4,2,"Moderate",1,4,4,5,3,3,4,4,3,3,4,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"792",4,7,2,1,35,4,2,7,0,1,12,12,3,3,1,"Lib",1,1,3,5,2,4,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"793",3,2,6,1,43,4,2,2,0,1,11,11,2,5,2,"Lib",1,1,4,1,2,3,3,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"794",2,7,2,2,55,3,2,5,0,1,5,5,1,4,2,"Lib",2,1,4,1,3,2,3,3,4,3,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"795",2,7,1,1,29,4,1,0,0,1,5,5,1,3,1,"Lib",1,1,3,2,3,3,1,1,1,1,5,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"796",2,4,5,2,75,4,2,0,0,1,3,3,1,2,1,"Lib",1,1,3,2,2,3,3,4,4,3,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,1,0
"797",4,6,4,2,45,4,2,2,0,1,1,1,3,7,0,"Lib",2,4,4,2,2,2,3,3,1,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"798",2,5,2,2,57,4,1,2,0,1,1,1,1,7,0,"Moderate",1,1,3,3,1,4,3,2,3,2,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"799",3,2,0,2,52,5,1,9,0,1,8,4,2,3,1,"Lib",1,1,3,3,3,3,4,2,2,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"800",1,1,6,1,44,3,2,3,0,1,9,1,1,2,1,"Lib",1,1,4,3,2,3,2,1,1,5,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"801",2,5,2,1,56,4,2,0,0,1,6,1,1,7,0,"Moderate",1,1,4,4,4,3,4,2,1,5,5,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"802",3,2,5,1,62,5,1,2,0,1,8,12,2,7,0,"Con",2,2,4,2,1,2,4,1,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"803",2,2,5,1,49,4,2,3,0,1,10,10,1,5,1,"Moderate",4,1,4,1,2,2,5,3,3,3,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"804",2,3,5,1,20,4,1,0,0,1,2,2,1,7,0,"Don't know",1,3,4,2,1,3,4,1,1,4,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,1
"805",3,5,4,1,39,3,2,4,0,1,10,10,2,5,1,"Lib",1,1,3,2,3,3,3,3,3,1,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"806",3,2,10,1,54,4,2,1,0,1,8,4,1,4,2,"Lib",1,1,3,2,2,2,3,3,3,3,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"807",3,3,2,1,44,3,2,3,0,1,13,8,2,8,0,"Lib",1,3,4,3,2,3,3,4,4,3,4,4,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,1
"808",3,6,7,1,40,4,2,3,0,1,15,15,3,4,2,"Lib",1,3,4,3,3,3,4,2,2,1,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"809",3,5,2,2,45,5,1,2,0,1,1,10,3,3,2,"Lib",1,1,4,4,2,3,2,2,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"810",3,2,9,2,50,4,2,3,0,1,11,1,1,7,0,"Lib",1,1,3,4,3,3,4,3,4,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"811",1,1,3,2,58,3,2,5,0,1,11,1,1,3,2,"Moderate",2,2,1,5,1,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"812",3,7,5,2,39,3,2,0,0,1,12,12,2,8,0,"Moderate",2,1,4,1,3,3,3,3,2,1,1,1,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"813",3,2,3,2,53,2,2,5,0,1,9,9,2,3,2,"Con",1,1,4,2,3,1,2,2,1,1,3,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"814",4,6,8,2,42,4,2,1,0,1,8,8,3,7,0,"Lib",1,2,5,3,1,2,2,2,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"815",2,3,11,2,28,4,2,2,0,1,10,10,2,3,1,"Lib",1,1,3,4,1,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"816",1,1,11,2,20,4,1,0,0,1,5,5,1,8,0,"Moderate",1,3,5,4,2,4,2,2,2,2,4,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,0
"817",1,1,2,2,52,3,1,0,0,1,11,6,1,8,0,"Moderate",1,1,5,4,3,3,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"818",4,6,2,2,47,3,2,0,0,1,14,2,1,7,0,"Moderate",1,2,3,5,3,3,4,4,4,3,3,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"819",2,5,4,1,58,4,2,0,0,1,6,9,1,7,0,"Con",1,1,4,5,2,3,5,5,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"820",2,2,4,1,47,3,2,4,0,1,10,4,1,7,0,"Moderate",1,1,2,5,3,2,5,2,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"821",4,6,1,1,36,2,2,2,0,1,14,9,3,7,0,"Lib",2,2,3,4,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"822",3,3,3,1,48,3,1,0,0,1,14,14,2,6,1,"Moderate",3,2,4,2,3,2,3,5,3,3,4,3,1,"Others","Others",0,0,"Moderate",0,0,0,0,1
"823",2,2,3,2,44,3,2,0,0,1,4,4,1,3,2,"Lib",1,1,3,2,1,2,4,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"824",3,2,2,2,30,3,1,2,0,1,8,8,2,8,0,"Don't know",2,1,3,3,3,3,3,3,1,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"825",4,6,4,1,34,4,2,4,0,1,9,9,3,3,1,"Con",1,1,3,3,2,1,3,2,2,2,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,1
"826",3,2,5,1,53,3,2,3,0,1,8,1,2,7,0,"Con",1,1,3,4,2,1,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"827",1,1,11,1,57,4,2,0,0,1,1,12,1,3,1,"Moderate",1,1,3,5,2,3,5,3,3,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"828",3,3,3,2,45,3,2,0,0,1,14,14,2,3,2,"Lib",1,1,3,5,3,2,3,2,3,3,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"829",2,7,3,2,48,5,1,2,0,1,5,5,1,5,2,"Lib",1,1,3,5,2,1,3,3,1,4,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"830",1,1,3,1,63,5,1,2,0,1,1,1,1,2,1,"Con",1,1,4,1,2,3,4,5,5,5,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"831",4,6,5,1,44,3,2,1,0,1,15,15,3,7,0,"Moderate",1,1,3,1,2,2,3,3,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"832",2,3,5,1,36,4,2,5,0,1,2,2,1,3,1,"Lib",2,1,3,1,2,2,4,3,4,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"833",3,2,1,2,43,5,1,0,0,1,8,13,2,5,2,"Lib",1,1,3,1,2,3,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"834",3,2,1,2,58,3,2,2,0,1,8,1,2,8,0,"Moderate",2,1,4,2,2,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"835",3,2,3,1,63,4,2,3,0,1,1,1,1,1,2,"Con",1,1,4,3,3,3,4,4,1,4,4,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"836",4,6,0,2,42,1,2,9,0,1,12,1,3,4,1,"Don't know",3,1,4,3,3,3,4,4,5,3,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Don't know",0,0,0,0,0
"837",3,7,2,2,56,3,2,3,0,1,11,11,2,7,0,"Lib",2,3,4,4,3,2,5,4,4,5,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"838",4,7,2,1,45,1,2,6,0,1,12,12,3,4,2,"Lib",1,3,4,5,4,1,3,2,2,2,2,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"839",3,3,4,1,21,4,1,0,0,1,13,13,2,3,1,"Lib",1,1,4,5,1,3,3,3,1,2,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"840",1,1,3,2,62,4,2,0,0,1,1,15,1,2,1,"Moderate",2,1,3,1,3,3,4,4,4,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"841",3,2,0,1,49,3,2,0,0,1,9,1,2,7,0,"Don't know",1,4,3,1,2,1,3,1,1,5,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"842",2,2,5,2,34,4,2,4,0,1,14,4,1,7,0,"Lib",2,1,4,1,2,1,3,2,2,1,4,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"843",2,5,5,2,20,4,1,0,0,1,10,10,3,7,0,"Don't know",1,1,4,2,1,1,2,2,3,3,3,4,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"844",3,5,2,1,35,3,2,4,0,1,9,9,2,6,2,"Con",1,3,2,2,2,2,4,3,2,1,5,4,1,"Others","Others",0,0,"Con",1,0,0,0,1
"845",3,6,3,1,51,4,1,0,0,1,9,9,2,4,1,"Lib",1,2,3,3,2,2,1,2,1,2,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"846",2,2,1,2,44,3,2,4,0,1,4,16,1,3,1,"Lib",2,1,1,3,2,2,4,4,3,3,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"847",3,5,3,1,29,4,1,0,0,1,3,10,2,8,0,"Con",1,4,3,5,2,3,4,3,1,2,3,2,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,1
"848",3,7,4,2,28,4,2,3,0,1,11,11,2,8,0,"Lib",1,1,3,5,3,2,3,2,1,4,4,5,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"849",3,3,5,2,21,4,1,0,0,1,14,14,2,7,0,"Lib",3,1,4,1,2,1,4,3,3,3,3,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"850",3,7,0,1,54,5,1,0,0,1,11,11,2,3,2,"Lib",1,1,4,1,2,3,2,2,1,1,2,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"851",3,6,0,2,34,5,1,0,0,1,9,9,2,8,0,"Don't know",1,2,4,2,2,1,4,4,4,2,4,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"852",1,1,5,2,47,4,2,2,0,1,1,1,2,7,0,"Lib",1,3,4,2,3,2,3,3,3,3,3,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"853",2,3,4,2,46,4,2,2,0,1,2,2,1,3,1,"Lib",1,1,3,2,2,1,3,4,4,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"854",3,2,2,2,59,3,2,2,0,1,5,5,1,4,1,"Moderate",1,1,4,2,1,1,3,3,3,3,3,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"855",3,5,4,2,44,3,2,5,0,1,10,10,2,8,0,"Con",3,1,3,3,3,2,3,1,1,1,4,4,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"856",2,5,1,2,25,4,1,0,0,1,14,14,1,3,2,"Lib",1,1,4,3,2,1,1,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"857",2,2,4,2,59,3,2,4,0,1,13,13,1,1,2,"Moderate",1,1,4,4,3,2,3,3,3,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"858",2,2,4,1,44,3,2,3,0,1,4,4,1,8,0,"Lib",2,3,2,4,2,3,4,4,4,4,5,3,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,1
"859",3,3,4,1,43,3,2,4,0,1,14,14,2,7,0,"Moderate",1,1,3,4,3,2,4,4,4,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"860",3,2,3,1,25,4,1,0,0,1,8,8,1,7,0,"Moderate",2,1,5,1,2,1,2,3,1,2,2,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"861",2,2,2,2,54,1,2,5,0,1,4,10,1,8,0,"Con",1,1,4,2,1,2,3,3,3,4,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"862",3,2,4,1,51,4,2,4,0,1,11,11,2,3,2,"Moderate",1,1,3,2,2,3,2,2,2,3,2,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"863",2,7,11,2,49,4,2,5,0,1,12,5,1,3,2,"Lib",1,1,4,3,3,3,3,3,3,4,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"864",3,3,2,1,57,4,2,0,0,1,2,2,2,5,1,"Lib",2,1,4,3,3,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"865",3,2,3,1,22,4,1,0,0,1,8,8,2,3,1,"Moderate",1,1,4,4,1,2,3,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"866",1,1,6,1,53,3,2,0,0,1,1,1,1,7,0,"Moderate",2,1,4,4,2,2,5,1,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"867",1,1,5,1,42,4,2,5,0,1,1,1,1,3,1,"Lib",1,1,3,5,2,1,3,3,3,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"868",3,5,5,1,37,3,2,4,0,1,10,10,2,7,0,"Moderate",1,3,4,5,3,2,3,2,3,1,2,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"869",1,1,9,1,40,4,2,2,0,1,14,1,1,5,1,"Lib",1,1,4,5,3,3,2,2,1,2,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"870",1,1,11,2,34,3,2,0,0,1,15,8,2,7,0,"Moderate",1,4,1,5,2,3,1,1,1,1,5,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"871",3,6,2,1,47,4,2,0,0,1,1,1,2,5,1,"Lib",1,1,3,1,1,2,2,2,1,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"872",3,6,3,1,58,4,2,2,0,1,1,1,2,2,2,"Con",1,1,3,1,3,2,4,4,4,3,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"873",3,2,11,2,41,4,2,1,0,1,3,1,1,3,2,"Lib",1,1,3,1,3,2,5,5,1,3,5,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"874",3,6,7,1,49,4,2,3,0,1,1,1,2,3,1,"Lib",1,1,4,2,2,2,5,5,4,4,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"875",2,5,1,1,60,4,2,0,0,1,6,6,1,2,2,"Con",1,1,3,2,3,3,4,4,3,3,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"876",2,3,3,2,44,6,0,0,0,1,2,1,1,7,0,"Moderate",1,1,3,2,3,4,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"877",4,3,4,1,51,4,2,3,0,1,13,13,3,8,0,"Don't know",1,1,3,2,2,2,4,4,4,4,4,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,1
"878",2,4,2,2,23,4,1,3,0,1,3,3,1,3,2,"Moderate",2,1,3,3,2,2,2,2,2,1,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
