"","reg5","reg7","income","gender","age","edu1","edu2","occ","group","pq1","pq2","pq3","pq4","partyID","pq6","ideology","pq8","pq9","pq10","treat","direct","indirect","q3","q4","q5","q6","q7","q8","q9","party","party_f","party_lib","party_con","ideo_f","ideo_con","ideo_lib","college","korean_war","men"
"1253",2,4,6,2,22,4,1,0,0,1,3,3,1,8,0,"Don't know",3,1,4,5,3,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"1254",2,3,5,1,55,3,2,1,0,1,2,14,1,7,0,"Lib",1,1,3,1,2,3,2,1,1,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1255",3,7,4,1,44,4,1,3,0,1,12,12,2,3,1,"Lib",1,3,3,1,1,1,3,3,4,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1256",1,1,2,2,69,3,2,9,0,1,13,13,2,8,0,"Moderate",1,1,3,3,1,1,4,4,4,4,2,5,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,1,0
"1257",2,4,2,1,58,4,2,5,0,1,3,3,1,7,0,"Con",1,1,4,3,2,2,3,3,3,3,4,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"1258",3,2,5,2,41,3,2,3,0,1,8,8,3,7,0,"Don't know",1,1,3,3,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1259",3,7,5,1,40,4,2,3,0,1,11,11,2,8,0,"Con",1,2,4,4,3,2,3,3,3,2,3,4,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,1
"1260",1,1,7,2,38,4,1,3,0,1,9,1,1,7,0,"Lib",1,3,4,4,3,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1261",3,6,8,1,23,4,1,0,0,1,15,15,2,7,0,"Con",3,2,3,5,3,3,4,3,3,2,3,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"1262",3,2,0,2,47,6,0,9,0,1,13,1,2,7,0,"Moderate",2,1,3,5,2,2,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1263",2,4,3,1,68,1,2,9,0,1,3,3,1,1,2,"Con",1,1,4,1,3,2,4,3,4,4,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,1,1
"1264",2,4,11,2,22,4,2,0,0,1,13,3,1,7,0,"Don't know",1,2,1,3,2,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1265",3,6,2,2,26,3,2,0,0,1,9,9,1,3,2,"Lib",2,1,3,4,2,2,3,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1266",2,5,3,1,45,4,1,0,0,1,11,11,1,3,2,"Moderate",1,1,4,1,1,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1267",2,7,3,2,35,4,2,0,0,1,5,5,1,3,1,"Lib",1,1,4,1,2,2,2,2,2,2,2,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1268",3,2,0,1,20,2,1,0,0,1,1,8,1,7,0,"Con",1,3,2,2,4,3,2,1,2,1,1,1,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"1269",3,7,3,2,58,4,2,2,0,1,11,12,2,1,1,"Con",1,1,3,5,1,2,1,1,1,1,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"1270",3,5,3,1,44,4,2,3,0,1,12,8,2,7,0,"Moderate",1,2,3,1,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1271",1,1,11,1,56,4,2,1,0,1,13,13,1,7,0,"Moderate",1,1,3,1,3,3,5,3,5,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1272",1,1,8,2,37,4,2,3,0,1,13,1,1,3,2,"Moderate",2,3,3,2,3,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1273",1,1,3,1,55,5,1,3,0,1,5,6,2,4,1,"Moderate",1,1,3,2,3,2,2,4,3,4,3,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"1274",4,7,4,2,27,3,2,4,0,1,12,12,3,7,0,"Don't know",1,3,1,2,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1275",2,2,8,1,23,4,1,0,0,1,4,11,2,7,0,"Lib",4,2,5,3,2,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1276",1,1,5,2,46,3,2,3,0,1,10,10,3,4,2,"Moderate",1,1,4,3,4,4,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"1277",2,2,5,2,40,3,2,5,0,1,8,4,1,7,0,"Moderate",2,3,5,3,2,2,4,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1278",4,6,2,2,42,3,2,4,0,1,15,15,3,8,0,"Con",3,2,4,4,2,3,3,4,3,4,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"1279",3,2,3,1,54,4,2,3,0,1,8,13,2,2,1,"Con",1,1,4,5,1,1,4,4,4,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1280",3,3,3,1,51,3,2,3,0,1,2,2,2,5,1,"Lib",4,2,3,1,2,1,5,5,5,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"1281",3,2,3,1,52,3,2,4,0,1,8,8,2,1,1,"Con",1,2,4,2,2,2,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,1
"1282",4,3,6,1,33,4,2,2,0,1,14,14,2,8,0,"Con",1,1,3,2,3,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,1
"1283",3,2,0,2,34,2,2,9,0,1,8,8,2,7,0,"Don't know",2,3,4,2,4,1,3,3,1,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1284",2,3,2,2,53,4,1,0,0,1,14,2,1,2,2,"Moderate",1,1,4,3,2,2,3,3,3,3,5,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1285",2,5,5,2,51,4,2,5,0,1,1,1,1,8,0,"Con",1,2,4,3,2,3,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,0
"1286",4,6,5,1,30,4,2,3,0,1,2,2,1,3,2,"Lib",1,1,4,5,2,3,3,2,2,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1287",3,6,8,2,34,4,1,0,0,1,10,9,2,8,0,"Don't know",1,2,3,5,2,2,3,1,1,1,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"1288",2,7,3,1,34,3,2,3,0,1,5,5,1,8,0,"Con",2,2,4,5,3,3,4,4,4,4,4,4,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,1
"1289",3,3,0,2,20,3,1,0,0,1,14,14,1,7,0,"Lib",1,3,2,1,3,2,4,4,2,2,2,2,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1290",4,5,5,2,44,4,2,3,0,1,10,10,3,3,1,"Lib",1,1,3,1,1,2,2,2,2,2,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1291",3,6,4,1,53,4,2,3,0,1,11,15,2,3,1,"Lib",2,1,5,2,2,2,4,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1292",3,3,2,1,56,4,2,4,0,1,13,13,2,7,0,"Moderate",4,1,4,3,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1293",1,1,2,2,61,3,2,0,0,1,8,1,1,1,1,"Lib",2,2,4,3,2,1,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"1294",2,4,3,1,67,3,2,4,0,1,13,13,1,5,1,"Moderate",2,3,3,4,1,4,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,1,1
"1295",4,3,2,2,28,5,1,3,0,1,12,13,2,3,1,"Lib",1,2,4,4,2,1,3,2,1,1,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1296",3,2,4,1,40,6,0,3,0,1,15,8,2,7,0,"Moderate",1,2,5,5,3,1,3,4,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"1297",3,2,0,2,57,4,1,0,0,1,1,1,1,1,1,"Moderate",3,3,2,5,1,1,5,5,5,3,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1298",1,1,5,1,42,4,2,5,0,1,9,1,2,7,0,"Lib",1,1,5,5,2,2,3,3,3,4,2,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1299",3,2,6,2,43,4,2,0,0,1,5,4,1,6,2,"Moderate",3,1,4,3,2,2,5,3,1,1,4,5,1,"Others","Others",0,0,"Moderate",0,0,1,0,0
"1300",3,2,6,1,31,4,2,0,0,1,11,11,2,7,0,"Lib",1,1,4,1,2,1,4,2,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1301",1,1,11,1,50,4,2,1,0,1,1,1,1,7,0,"Con",1,2,4,2,3,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"1302",3,3,4,1,38,4,2,0,0,1,13,13,2,7,0,"Moderate",1,2,4,2,2,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1303",3,2,8,1,52,4,2,3,0,1,1,1,2,7,0,"Lib",1,1,3,2,3,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1304",2,4,4,2,44,2,2,9,0,1,3,3,2,8,0,"Don't know",1,2,3,3,1,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1305",1,1,10,1,46,4,2,2,0,1,8,1,1,2,2,"Con",1,1,4,4,3,2,4,4,4,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1306",1,1,5,1,29,4,2,0,0,1,2,2,1,3,2,"Con",1,2,1,4,3,4,5,3,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,1
"1307",2,2,7,2,45,3,2,0,0,1,4,10,1,7,0,"Moderate",1,1,3,2,4,4,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1308",1,1,4,2,53,3,2,5,0,1,1,1,1,3,1,"Moderate",2,2,4,3,1,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1309",3,6,3,2,54,4,2,2,0,1,15,15,2,3,1,"Lib",2,2,1,4,1,1,3,3,3,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1310",3,2,3,2,48,5,1,2,0,1,8,1,1,8,0,"Con",2,1,4,3,2,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,0
"1311",1,1,11,2,27,4,1,3,0,1,1,1,1,7,0,"Don't know",3,3,1,1,3,3,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1312",2,2,3,2,40,3,2,0,0,1,4,15,1,3,1,"Moderate",2,1,5,1,2,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1313",2,4,1,2,49,3,2,0,0,1,13,13,1,7,0,"Lib",1,1,2,1,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1314",1,1,11,1,45,4,2,2,0,1,10,1,1,5,2,"Lib",1,1,3,2,2,2,4,4,4,2,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1315",3,3,3,2,53,2,2,6,0,1,14,14,3,7,0,"Con",3,3,5,2,1,1,3,3,3,1,2,2,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"1316",1,1,8,1,33,4,1,4,0,1,1,1,1,7,0,"Lib",2,3,3,3,3,4,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1317",1,1,5,1,56,4,1,1,0,1,12,12,3,7,0,"Moderate",2,1,3,3,3,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1318",1,1,2,1,61,4,2,2,0,1,1,1,1,7,0,"Lib",2,1,4,3,2,2,4,2,3,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1319",3,6,8,1,23,4,1,0,0,1,15,15,2,8,0,"Lib",1,2,4,4,1,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,1
"1320",2,7,4,1,45,3,2,5,0,1,5,5,1,3,1,"Lib",1,2,3,5,3,1,4,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"1321",3,2,6,2,44,3,2,5,0,1,8,1,1,8,0,"Don't know",1,3,4,1,1,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1322",3,6,0,2,42,2,1,0,0,1,15,15,2,3,1,"Moderate",2,2,1,2,2,2,5,1,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1323",3,6,3,2,50,4,2,3,0,1,15,15,2,4,1,"Lib",2,1,5,4,1,2,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,0
"1324",3,2,0,2,24,2,1,0,0,1,1,1,2,4,2,"Moderate",2,1,4,4,2,2,4,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"1325",4,6,3,1,37,4,2,7,0,1,4,4,2,7,0,"Moderate",1,1,3,5,3,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1326",3,7,6,2,51,4,1,5,0,1,12,6,2,4,1,"Moderate",2,2,3,5,1,1,3,3,3,3,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1327",3,2,5,1,37,4,2,3,0,1,8,4,2,5,2,"Lib",1,2,4,2,3,2,4,4,4,2,2,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1328",1,1,11,1,42,4,2,2,0,1,1,1,1,2,2,"Lib",1,3,3,3,3,2,3,2,2,2,2,1,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"1329",2,3,1,2,58,2,2,9,0,1,2,14,1,3,2,"Moderate",1,3,4,5,2,3,3,1,2,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1330",3,2,1,2,57,5,1,2,0,1,8,8,2,1,1,"Con",2,1,4,5,3,3,4,4,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"1331",2,7,2,1,23,4,1,0,0,1,5,5,1,7,0,"Lib",2,4,4,1,1,2,3,2,1,1,1,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1332",2,4,9,2,26,4,1,0,0,1,1,14,1,7,0,"Don't know",1,1,2,1,1,1,3,1,1,5,1,5,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1333",3,2,10,2,49,3,2,3,0,1,12,12,3,7,0,"Moderate",4,3,4,2,4,4,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1334",1,1,3,2,55,5,1,0,0,1,10,10,3,1,2,"Con",1,3,3,2,2,2,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"1335",3,6,3,1,67,4,2,0,0,1,15,15,2,7,0,"Moderate",2,1,4,2,1,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,1,1
"1336",3,2,3,1,65,4,2,0,0,1,8,14,2,7,0,"Con",1,1,3,2,1,2,3,3,3,3,3,2,1,"No Party","No Party",0,0,"Con",1,0,1,1,1
"1337",3,2,5,2,53,4,1,3,0,1,8,8,2,3,1,"Moderate",1,1,3,3,2,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1338",2,5,8,2,61,5,1,0,0,1,6,6,1,3,1,"Lib",1,1,3,4,2,2,2,2,2,4,2,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1339",1,1,4,2,55,3,2,0,0,1,1,1,2,1,1,"Lib",2,1,2,5,1,1,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"1340",4,7,6,1,34,4,2,4,0,1,11,11,2,4,1,"Moderate",1,2,4,1,2,1,4,3,4,4,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"1341",3,3,5,2,54,3,2,9,0,1,14,14,3,1,1,"Lib",1,4,3,3,3,2,4,4,4,4,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"1342",2,5,5,2,35,4,2,3,0,1,10,10,3,3,1,"Lib",2,1,4,5,2,2,4,4,3,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1343",3,7,2,2,53,3,2,0,0,1,11,11,2,8,0,"Moderate",3,3,3,1,2,1,3,3,3,3,2,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1344",2,7,2,2,69,3,2,5,0,1,5,5,1,3,1,"Lib",1,1,3,2,3,2,4,2,2,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,1,0
"1345",1,1,2,1,59,4,2,0,0,1,8,1,1,7,0,"Con",1,2,3,3,2,2,2,4,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"1346",3,3,5,1,34,4,1,3,0,1,14,14,2,1,2,"Con",2,2,4,1,3,2,4,3,3,2,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1347",1,1,0,2,45,3,1,0,0,1,12,1,1,8,0,"Con",1,1,5,2,1,2,4,4,5,5,4,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"1348",1,1,6,2,77,4,2,0,0,1,11,1,1,5,1,"Lib",1,1,3,2,2,2,3,3,4,3,2,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,0
"1349",4,7,3,2,21,4,1,0,0,1,12,12,3,7,0,"Don't know",2,3,1,3,2,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1350",3,2,2,1,45,3,2,4,0,1,1,1,2,7,0,"Con",1,2,3,5,4,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"1351",2,4,3,2,35,4,2,0,0,1,3,3,1,7,0,"Con",2,3,4,5,2,3,3,2,2,1,3,1,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1352",1,1,5,1,42,4,2,2,0,1,1,1,1,4,2,"Con",1,1,3,5,3,2,4,4,3,3,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1353",2,4,9,1,37,3,2,1,0,1,3,3,1,7,0,"Con",1,2,4,5,1,3,4,4,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"1354",3,2,5,1,34,4,2,3,0,1,13,13,2,7,0,"Lib",1,1,3,1,1,2,3,2,2,1,4,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1355",2,3,7,1,52,4,2,5,0,1,2,14,1,3,2,"Lib",2,4,4,1,3,1,3,3,4,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1356",2,2,5,2,24,4,1,0,0,1,10,4,1,7,0,"Lib",1,1,3,1,3,2,4,4,2,5,4,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1357",3,6,2,1,46,4,2,0,0,1,9,9,2,3,1,"Lib",1,1,4,2,2,4,3,3,3,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1358",4,6,0,2,34,6,0,9,0,1,9,8,3,7,0,"Don't know",1,2,4,3,4,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1359",3,6,11,2,41,2,2,0,0,1,1,1,2,8,0,"Don't know",1,1,4,3,3,4,1,1,1,1,1,1,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1360",3,3,6,2,55,3,2,2,0,1,2,14,1,7,0,"Moderate",1,2,3,3,3,3,3,3,4,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1361",2,7,2,1,61,4,2,3,0,1,5,5,1,3,2,"Moderate",1,1,3,5,2,2,3,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1362",3,2,5,2,22,4,1,0,0,1,8,8,2,3,2,"Lib",2,1,4,5,2,3,3,1,3,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1363",3,2,9,2,21,4,1,0,0,1,1,1,2,7,0,"Moderate",1,4,4,5,2,2,2,2,2,1,1,1,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1364",2,5,3,1,40,4,2,3,0,1,6,1,1,3,1,"Lib",2,2,3,1,1,1,1,5,5,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1365",1,1,5,2,56,4,1,9,0,1,8,1,1,7,0,"Con",1,1,4,1,3,3,3,3,3,2,4,2,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1366",3,3,3,2,52,3,2,0,0,1,14,14,2,8,0,"Moderate",1,3,1,1,2,3,3,3,2,2,4,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1367",3,3,6,2,20,3,2,2,0,1,14,14,2,8,0,"Moderate",3,1,4,2,1,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1368",3,5,4,1,48,4,2,3,0,1,10,10,2,7,0,"Moderate",3,3,4,3,2,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1369",3,5,6,2,20,4,1,0,0,1,10,10,2,3,2,"Lib",1,1,4,3,1,1,5,3,3,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1370",2,5,6,2,52,4,2,0,0,1,3,3,1,7,0,"Con",1,1,3,4,3,3,4,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1371",2,5,2,2,43,4,1,2,0,1,10,10,1,3,1,"Lib",1,1,3,2,2,2,3,3,4,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1372",2,5,2,2,57,4,2,0,0,1,9,6,1,3,1,"Lib",2,1,3,1,3,1,2,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1373",1,1,3,2,39,3,2,3,0,1,10,1,2,8,0,"Moderate",2,3,4,1,1,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1374",2,2,0,2,62,4,1,9,0,1,4,4,2,4,1,"Con",2,4,4,1,2,2,3,2,4,3,4,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"1375",4,5,8,1,39,4,2,2,0,1,6,6,1,8,0,"Don't know",2,2,5,3,3,4,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,1
"1376",3,7,2,2,48,3,2,0,0,1,12,12,3,3,2,"Lib",2,2,2,4,2,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1377",4,7,4,1,29,4,2,0,0,1,12,12,3,7,0,"Moderate",3,2,4,5,4,4,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1378",3,6,4,2,45,3,2,6,0,1,15,8,2,7,0,"Don't know",1,3,5,5,4,4,3,3,4,4,3,2,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1379",1,1,0,1,30,1,1,0,0,1,1,12,2,4,1,"Lib",2,2,4,1,1,1,3,3,3,1,1,1,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"1380",3,2,3,2,21,4,1,0,0,1,8,8,1,4,2,"Moderate",1,4,5,2,2,3,1,1,1,1,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1381",3,2,4,1,52,3,2,3,0,1,8,8,2,4,1,"Moderate",1,1,4,4,1,3,4,4,4,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,1
"1382",1,1,7,2,45,3,2,0,0,1,2,2,1,8,0,"Moderate",2,1,3,4,2,2,5,4,3,4,4,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1383",2,7,2,2,30,5,1,2,0,1,5,8,1,3,2,"Moderate",2,3,4,5,2,3,4,4,3,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1384",2,3,3,2,33,4,2,3,0,1,2,2,1,8,0,"Moderate",2,1,2,1,1,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,0
"1385",2,2,0,2,56,4,2,4,0,1,8,8,1,7,0,"Don't know",2,2,3,3,3,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1386",2,4,2,1,29,4,2,5,0,1,3,3,1,3,2,"Moderate",2,2,4,3,1,1,4,2,2,2,2,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1387",2,2,2,1,40,6,0,2,0,1,4,8,1,3,1,"Moderate",2,3,4,5,2,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"1388",3,2,0,1,60,4,2,0,0,1,8,8,2,8,0,"Moderate",3,3,4,4,1,2,3,3,3,3,2,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"1389",3,2,5,2,25,4,1,0,0,1,1,8,2,3,1,"Lib",2,1,4,4,3,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1390",3,3,8,1,24,4,1,0,0,1,12,1,2,3,2,"Lib",2,1,4,5,2,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1391",1,1,7,1,35,4,1,5,0,1,1,1,1,7,0,"Don't know",1,1,5,3,3,4,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,1
"1392",1,1,3,2,69,4,2,3,0,1,1,1,1,3,1,"Lib",2,1,1,3,2,3,3,4,4,3,2,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,0
